2017 International Subject Based Fees Fees, EFTSL values and Census Dates
ABPL90394 2 ZEMCH Sustainable Design Workshop April April Parkville 0.125 19‐Apr‐17 $4,748.00
ABPL90395 1 Innovations in Property July July Parkville 0.125 11‐Aug‐17 $4,748.00
ABPL90396 1 MSD Minor Thesis Part 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,748.00
ABPL90396 1 MSD Minor Thesis Part 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,748.00
ABPL90397 1 MSD Minor Thesis Part 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,748.00
ABPL90397 1 MSD Minor Thesis Part 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,748.00
ABPL90398 1 Property Data and Tools Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,748.00
ABPL90399 1 Hacking Society Systems in Transition Summer Term Summer Term Parkville 0.125 3‐Feb‐17 $4,748.00
ABPL90400 1 Design for Diversity Winter Term Winter Term Parkville 0.125 7‐Jul‐17 $4,748.00
ACCT10001 1 Accounting Reports and Analysis Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT10001 1 Accounting Reports and Analysis Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT10001 1 Accounting Reports and Analysis Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
ACCT10002 2 Introductory Financial Accounting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT10002 2 Introductory Financial Accounting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT10002 2 Introductory Financial Accounting Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
ACCT10003 1 Accounting Processes and Analysis Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT10003 1 Accounting Processes and Analysis Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT10004 2 Introduction to Accounting Semester 2 Semester 2 Dookie 0.125 31‐Aug‐17 $4,908.00
ACCT20001 1 Cost Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT20001 1 Cost Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT20002 1 Intermediate Financial Accounting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT20002 1 Intermediate Financial Accounting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT20002 1 Intermediate Financial Accounting Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
ACCT20006 1 Business Forensics and Fraud Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT30001 2 Financial Accounting Theory Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT30001 2 Financial Accounting Theory Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT30002 1 Enterprise Performance Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT30002 1 Enterprise Performance Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT30004 1 Auditing and Assurance Services Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT30004 1 Auditing and Assurance Services Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT40001 2 Research in Financial Accounting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACCT40002 2 Research in Management Accounting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACCT40004 1 Honours Research Methods Year Long Year Long Parkville 0.125 31‐May‐17 $4,908.00
ACCT40006 1 Honours Research Essay Accounting Semester 2 Semester 2 Parkville 0.375 31‐Aug‐17 $14,724.00
ACCT40007 1 Behavioural Accounting Research June June Parkville 0.125 7‐Jul‐17 $4,908.00
ACCT40008 1 Honours Research Essay Part 1 Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $7,362.00
ACCT40009 1 Honours Research Essay Part 2 Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $7,362.00
ACCT70001 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
ACCT70001 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
ACCT70002 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
ACCT70002 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
ACCT80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
ACCT80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
ACCT90002 1 Financial Statement Analysis Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90002 1 Financial Statement Analysis Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90003 3 Accounting Research Report Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90004 1 Accounting for Decision Making Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90004 1 Accounting for Decision Making Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90004 1 Accounting for Decision Making Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $5,052.00
ACCT90009 1 Strategic Cost Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90009 1 Strategic Cost Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90010 1 Strategic Performance Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90010 1 Strategic Performance Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90011 2 Special Topics in Accounting Year Long Year Long Parkville 0.125 31‐May‐17 $5,052.00
ACCT90012 1 Corporate Reporting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90012 1 Corporate Reporting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90013 1 Financial Accounting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90013 1 Financial Accounting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90014 1 Auditing and Assurance Services Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90014 1 Auditing and Assurance Services Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90015 1 Legal Issues for Accountants Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90015 1 Legal Issues for Accountants Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90016 1 Taxation for Business Decision Making Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90016 1 Taxation for Business Decision Making Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90019 2 Financial Accounting Research Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90020 2 Management Accounting Research Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90026 1 Forensic Business Processes Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90030 1 Information Processes & Control Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90030 1 Information Processes & Control Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90031 1 Sustainability Accounting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90033 1 Integrated Accounting Studies Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACCT90033 1 Integrated Accounting Studies Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACCT90036 1 Advanced Financial Accounting Research Year Long Year Long Parkville 0.125 31‐May‐17 $5,052.00
ACCT90037 1 Advanced Management Accounting Research Year Long Year Long Parkville 0.125 31‐May‐17 $5,052.00
ACCT90038 1 Analytical Accounting Research Year Long Year Long Parkville 0.125 31‐May‐17 $5,052.00
ACCT90039 1 Behavioural Research in Accounting June June Parkville 0.125 7‐Jul‐17 $5,052.00
ACTL10001 1 Introduction to Actuarial Studies Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL20001 1 Financial Mathematics I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL20002 1 Financial Mathematics II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL30001 1 Actuarial Modelling I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL30002 1 Actuarial Modelling II Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL30003 1 Contingencies Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $9,816.00
ACTL30004 1 Actuarial Statistics Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL30005 1 Models for Insurance and Finance Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL30006 1 Financial Mathematics III Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL40001 1 Actuarial Studies Research Essay Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $9,816.00
ACTL40001 1 Actuarial Studies Research Essay Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $9,816.00
ACTL40002 1 Risk Theory I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL40003 1 Risk Theory II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL40004 1 Advanced Financial Mathematics I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL40006 1 Actuarial Practice and Control I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL40007 1 Actuarial Practice and Control II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL40008 1 Advanced Financial Mathematics II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL40009 2 Actuarial Practice and Control III Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL40010 1 Actuarial Studies Projects Part 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
ACTL40011 1 Actuarial Studies Projects Part 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
ACTL80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
ACTL80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
ACTL90001 1 Mathematics of Finance I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90002 1 Mathematics of Finance II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90003 1 Mathematics of Finance III Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90004 1 Insurance Risk Models Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90005 1 Life Contingencies Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90006 1 Life Insurance Models I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90007 1 Life Insurance Models 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90008 1 Statistical Techniques in Insurance Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90009 2 Actuarial Practice and Control III Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90009 2 Actuarial Practice and Control III Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90010 2 Actuarial Practice And Control I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90011 2 Actuarial Practice and Control II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90012 2 Actuarial Science Research Report Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90013 2 Actuarial Studies Projects Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90013 2 Actuarial Studies Projects Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90014 2 Insurance Risk Models II Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90015 2 Mathematics of Finance IV Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90016 1 Actuarial Science Research Report Part 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90016 1 Actuarial Science Research Report Part 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90017 1 Actuarial Science Research Report Part 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACTL90017 1 Actuarial Science Research Report Part 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
ACTL90018 1 General Insurance Practice Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
ACUR90001 1 Issues in Art Conservation Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
ACUR90002 1 Art Museums and Curatorship Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
ACUR90004 1 Minor Thesis ‐ Art Curatorship Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $5,958.00
ACUR90004 1 Minor Thesis ‐ Art Curatorship Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $5,958.00
ACUR90005 1 Interpreting Exhibitions Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
ACUR90006 2 Exhibition Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
ACUR90006 2 Exhibition Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
ACUR90007 1 Collection Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
ACUR90007 1 Collection Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
ACUR90008 1 Curating Contemporary Art Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
ACUR90009 1 Art Curatorship Thesis Part 1 Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $5,958.00
ACUR90009 1 Art Curatorship Thesis Part 1 Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $5,958.00
ACUR90010 1 Art Curatorship Thesis Part 2 Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $5,958.00
ACUR90010 1 Art Curatorship Thesis Part 2 Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $5,958.00
AGRI10005 3 Industry Placement Semester 1 Semester 1 Burnley 0 31‐Mar‐17 $0.00
AGRI10039 2 Australia in the Wine World February February Dookie 0.125 6‐Feb‐17 $4,896.00
AGRI10039 2 Australia in the Wine World July July Dookie 0.125 5‐Jul‐17 $4,896.00
AGRI10039 2 Australia in the Wine World Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI10044 2 Plant Systems Semester 2 Semester 2 Dookie 0.125 31‐Aug‐17 $4,896.00
AGRI10045 1 Foundations of Agricultural Sciences 1 July July Parkville 0.125 18‐Aug‐17 $4,896.00
AGRI10046 1 Foundations of Agricultural Sciences 2 September September Parkville 0.125 22‐Sep‐17 $4,896.00
AGRI10047 1 Agricultural Production Systems 1 February February Parkville 0.125 24‐Mar‐17 $4,896.00
AGRI10048 1 Agricultural Production Systems 2 April April Parkville 0.125 28‐Apr‐17 $4,896.00
AGRI10049 1 Agricultural Production Systems 3 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI20003 2 Sustainable Food Systems June June Dookie 0.125 28‐Jul‐17 $4,896.00
AGRI20024 2 Industry Internship Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,896.00
AGRI20026 2 Plant Growth Processes Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,896.00
AGRI20027 1 Vine to Wine February February Dookie 0.125 17‐Mar‐17 $4,896.00
AGRI20028 2 Research Methods for Life Science Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,680.00
AGRI20030 2 Australia in the Wine World February February Dookie 0.125 13‐Feb‐17 $4,896.00
AGRI20030 2 Australia in the Wine World July July Dookie 0.125 10‐Jul‐17 $4,896.00
AGRI20030 2 Australia in the Wine World September September Dookie 0.125 25‐Sep‐17 $4,896.00
AGRI20033 2 Agricultural and Resource Economics Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI20035 1 Applied Crop Production and Horticulture Semester 2 Semester 2 Dookie 0.125 31‐Aug‐17 $4,896.00
AGRI20036 1 Ecology and Grazing Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI20036 1 Ecology and Grazing Management Semester 2 Semester 2 Dookie 0.125 31‐Aug‐17 $4,896.00
AGRI20037 1 Crop Production and Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI20038 1 Principles of Soil Science Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI20038 1 Principles of Soil Science Semester 2 Semester 2 Dookie 0.125 31‐Aug‐17 $4,896.00
AGRI20039 1 Microbiology in Agriculture Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,896.00
AGRI20040 1 Enterprise Management Semester 2 Semester 2 Dookie 0.125 31‐Aug‐17 $4,896.00
AGRI30001 2 Industry Project Year Long Year Long Parkville 0.25 31‐May‐17 $9,792.00
AGRI30002 2 Industry Project Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $9,792.00
AGRI30002 2 Industry Project Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $9,792.00
AGRI30003 2 Agricultural Systems Analysis Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
AGRI30005 2 Industry Project Year Long Year Long Dookie 0.25 31‐May‐17 $9,792.00
AGRI30006 2 Industry Project Semester 1 Semester 1 Dookie 0.25 31‐Mar‐17 $9,792.00
AGRI30006 2 Industry Project Semester 2 Semester 2 Dookie 0.25 31‐Aug‐17 $9,792.00
AGRI30011 2 Innovation Change & Knowledge Transfer July July Dookie 0.125 4‐Aug‐17 $4,896.00
AGRI30012 2 Food & Water:Global Issues Local Impacts September September Dookie 0.125 6‐Oct‐17 $4,896.00
AGRI30016 2 Irrigation and Water Management June June Dookie 0.125 26‐Jun‐17 $4,896.00
AGRI30022 2 Special Studies Semester 1 Semester 1 Dookie 0.125 31‐Mar‐17 $4,896.00
AGRI30022 2 Special Studies Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,896.00
AGRI30022 2 Special Studies Summer Term Summer Term (Online) Parkville 0.125 13‐Jan‐17 $4,896.00
AGRI30029 2 Ecology & Management of Grazing Systems Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,896.00
